author,title,abstract
Kovacs Bence ,F1 Ticket Manager - Online ticket management," Currently, the rapid spread of online ticket purchasing can be observed due to technological advancements and the increased accessibility of the internet. Through an online platform, people can now conveniently and quickly purchase tickets for various events such as concerts, theater performances, or sports events like Formula 1.

Online ticket purchasing comes with numerous advantages. Customers can easily browse and choose from a wide range of ticket options. Online platforms provide detailed information about events, including dates, venues, and descriptions. Additionally, online ticket purchasing allows for ticket comparisons, price and type selections, which help customers find the best options available.

Technological developments, such as secure online payment systems and electronic tickets, have contributed to the widespread adoption of online ticket purchasing. Customers can easily and safely make payments through online platforms (webshops) and receive electronic tickets that can be presented on their mobile devices or in printable form at the event.

Online ticket purchasing simplifies event attendance, as customers no longer have to wait in long queues at ticket counters. The purpose of the F1 Ticket Manager application is to provide a ticket purchasing platform for Formula 1 races. Additionally, I have implemented secure purchasing and admission processes through two-step ticket authentication."
Kovacs Lehel Levente ,AlgoRythmics Universe: 3D Game Mechanics," With the rapid advancement of technology, numerous new possibilities have opened up before us, fundamentally transforming our everyday lives. These changes have not only affected communication and work but have also had an impact on entertainment and learning.

Video games offer interactive entertainment, immersing their users in a world created by another person. We can interact with events that we couldn’t even imagine a hundred years ago because they seemed unrealistic to us. However, modern game development technologies allow us to experience these in a virtual environment. We are capable of simulating battles, constructing cities, piloting spaceships anywhere in the galaxy, or even observing the explosion of a planet.

Movies or even entire books can be adapted so that we can live through their stories interactively. The only limit is human imagination.

Video games have not only created an entirely new and infinite world of entertainment but also enable us to gamify education within the framework of schools and universities. In every field, from finance to programming, we can find at least one game aimed at the user’s development.

The main topic of my essay discusses the foundations of software that provide interactive entertainment on electronic devices. We have a multitude of software available to build and sell games with minimal time and financial investment. However, it is important to understand the fundamental elements of game development, the rules of the game, in other words, the game mechanics. These require technical considerations in order for our software to successfully achieve its intended goal."
Pall Arnold Barna ,EventsApp," In today’s fast-paced world, more and more things are happening around us. It is becoming increasingly difficult to keep up with all the events on a day-to-day basis. Many apps have event tracking features, one of the biggest and most well-known being Facebook. However, the emphasis on Facebook is more on interaction between people, so the functionality of the event tracker may not be the best. In our country, the use of applications designed for similar purposes may not be as widespread as in foreign countries, but it can be a challenge to find an application that can satisfy all the expectations of the user.

The purpose of event tracking applications is to allow users to track preferred events based on time, location, and other important information such as description. In my thesis, I will create an application of this type, which we can access with the help of our phone. Almost everyone has a smartphone that is always with us wherever we go. Such an application can only help in the everyday fast-paced world.

The objective of my project is to create an iOS application that can help us follow our preferred events, get information about the given events, and can also help us plan our participation. The application uses Swift programming language, SwiftUI framework for creating user interfaces, and Firebase development platform for database management."
Komuves David Mark ,Web platform for generating and managing tax invoices," Today, the number of private entrepreneurs and businesses is growing. The idea of running a business has become more normalized. It no longer seems that only someone of the calibre of Steve Jobs or Bill Gates can run a company. So, more and more young people are trying, and more new businesses are being born. However, the optimal functioning of a modern business requires the right tools to help monitor certain behaviors, create a successful client-provider communication interface, help manage the resources of the business, or even shorten the time taken up by paperwork.

The aim of my thesis is to find a simple, fast and attractive solution for the latter of these, more specifically for the generation and storage of tax invoices. The application I have created aims to be a guaranteed solution for businesses and entrepreneurs who sell services or products and need to generate invoice statements.

The application can be made highly accessible thanks to its web-based format. I have created an easy-to-use schema for editing and saving invoices. The application also leaves room for users who do not wish to log in, but for users with an account, it provides an archive that helps not only to visualize the already created invoices but also to highlight them statistically.

The interface data is stored in a MongoDB database, which is managed by a Node.js based REST API using Express.js and Mongoose libraries - I would call this the backend of the project. The frontend part of the project was implemented using Vue.js 3 JavaScript framework."
Matyus Borka Erzsebet ,Visualizing furnishings in 3D room within a mobile application," Online shopping is thriving in today’s world. Customers strive to choose convenient solutions for furnishing their homes, and the first step is purchasing furniture. In recent years, online shopping has gained a significant advantage over in-person shopping with physical contact. To achieve this, there are numerous options available to interested individuals, ranging from online stores published on websites to ordering via phone calls and specifically developed mobile applications.

Taking these aspects into account, I have chosen a theme for my project that aligns with current trends while also incorporating innovative technologies to enhance the user experience. My project implements an online furniture store within an Android application. The app provides a convenient and user-friendly interface for both the seller, who fulfills the role of an administrator, and the buyer, who acts as a user.

From a design perspective, the user interface is clean, easily understandable, and manageable for everyone, while also offering all the necessary functions for a seamless shopping experience. Users can create their own accounts, allowing them to browse the application at their leisure, favorite products for future reference, and complete the purchase process.

Perhaps the only drawback of online shopping is the difficulty in physically observing the products due to the absence of physical presence. While physical shopping allows us to use all our senses to select and examine items from every angle, touch them, and rotate them, online shops generally do not offer solutions to these issues.

In my project, I have endeavored to overcome this drawback by implementing a virtual room feature that allows buyers to not only view images and read descriptions of desired products but also observe them in 3D, rotate them, and place them proportionally within a room. This functionality enhances the shopping experience and reduces the risk of returns by offering customers the opportunity for more thorough observation."
Nyitrai Orsolya Eva ,Automated baccalaureate exam result gatherer and visualizer system," My thesis topic is implementing an automated system that aims to collect, clean, and visualize the baccalaureate exam results for Romanian students for the end users. The baccalaureate exam results are of paramount importance not only for students and teachers but also for educational institutions alike. These data greatly influence the future possibilities of students, whether it's about career opportunities or further education, and they also reflect the quality of education in schools.

Visualizing these results provides an opportunity for effective evaluation of education since parents and teachers can gain a comprehensive understanding of students’ knowledge and progress based on the data. This can help improve the learning process and the development of teaching programs. In my thesis, I aimed to provide a user-friendly interface to the target audience, which can efficiently and quickly process the given data set.

I felt the need to develop such a system because the current options for reviewing the data are limited, mostly relying on time-consuming and manual processes, which often lead to errors or delays. I paid special attention to the quality of the data to ensure its consistency and normalization for future use.

The user interface was implemented using the Next.js framework, with the assistance of D3 and the related Recharts data visualization tools for creating visualizations. The server-side application was built with the Nest.js framework, utilizing the TypeScript language, and it is responsible for managing and serving the data.

The foundation of the architecture consists of the scraper and cleaning systems. The web scraper was developed in GoLang, which is suitable for the efficient handling and processing of large data sets. For data cleaning and pre-processing, I used the Python language, specifically the Pandas library, which is a popular data manipulation tool.

Additionally, I worked with various other libraries and technologies, which will be discussed in more detail later on. The main goal in selecting the aforementioned technologies was not only to enable easy and fast access to the data, more accurate inference drawing, and better understanding of the result for everyone but also to ensure that the system is future-proof and allows further development."
Tovisi Zoltan ,SkinnyB: Calorie tracker application," The aim of my thesis was to create a calorie tracking application. I implemented it using Java Spring Boot and React technologies, with a PostgreSQL database. The application allows users to track their calorie intake and the activities that burn calories, as well as their water consumption and sleep duration. These are all important aspects of a healthy lifestyle and weight loss.

My application features a simple and user-friendly interface to facilitate users in logging their daily calorie intake, activities, water consumption, and sleep. The application enables users to easily add their meals and beverages by providing the name, quantity, or calorie content. Users also have the option to record their activities, including the name, duration, and calories burned.

The application automatically calculates the user’s daily maximum calorie intake based on the data provided during registration through a form. In my thesis, I will present the implementation of the design and development stages of the application. I will discuss the usage of Java Spring Boot and React frameworks, as well as the configuration of the PostgreSQL database.

The created calorie tracking application can be a useful tool for those who want to lose weight and track their daily calorie intake and activities to maintain a healthy lifestyle and achieve their weight loss goals."
Reszeg Alpar ,The role of gameplay and rule system in 2D games," The aim of my thesis is to provide a detailed examination of the process involved in designing the rule system and gameplay of 2D games. This examination will start from the initial concept proposal, move through implementation, game testing, and error fixing. In this thesis, I focus on exploring the design paradigms defined in the literature and investigating their practical application. I also identify areas where further collective improvement is needed. My goal is to understand how these paradigms can be applied in game design practice and how they contribute to enhancing the overall gaming experience.

I present a detailed overview of the technologies I utilize in the development and testing of the game. Subsequently, I provide an overview of the implemented software, including the rule system, gameplay mechanics, and graphical representation. Additionally, I assess the limitations of the current program and propose suggestions for further development opportunities.

As a result of this thesis, I offer a comprehensive understanding of the process of designing and developing 2D games. This knowledge can assist game developers and designers in effectively creating rule systems and gameplay mechanics. Furthermore, I identify areas that require further research and advancement in the field of game design."
Kacso Robert ,Path Planner: Urban route planner app for public transport optimization," Urban public transportation is an essential part of our daily lives, but we often face challenges and problems during route planning. The growth of cities and the increasing mobility of the population raise issues such as traffic congestion, long travel times, and discomfort. Planning and optimizing routes are crucial for ensuring efficient and sustainable urban transportation.

The Path Planner application offers a solution to these challenges. Its purpose is to assist users in efficiently planning and optimizing urban routes, whether it's bus routes or bike paths. Users have the ability to simply input their starting and destination points and choose from available transportation options.

The application displays the routes on a map, making them easy to follow and visualize. What sets this app apart is that users can actively participate in route planning. They have the ability to make recommendations for new bus routes or bike paths, which are then processed by the application.

The application features a user-friendly interface that allows for intuitive and efficient usage. With the help of optimized routes, users can save time, energy, and money while contributing to the development of a more sustainable urban transportation system."
Gal Attila ,Zoo - Navigation," The theme of my bachelor's thesis is the development of a mobile application which enables users to easily navigate and buy tickets online. Nowadays, everybody is in a hurry, thus it is important to start and arrive on time. Navigation mobile apps are very helpful in this regard, because they determine the most suitable route to our destination. The proposed mobile application helps users navigate on the territory of Târgu Mures, Zoo. Furthermore, it solves the problem of standing in line for tickets. Users can buy tickets in advance with the help of the app. This solution will save them time and energy. The navigation function will make visiting easier and more efficient. With the help of the interactive map, users can find the sights that are interesting to them. Consequently, they can get exactly where they want to be. The combination of the navigation and online ticket buying functions offers a more efficient and pleasant experience to visitors."
Tanko Tamas ,Examining social phenomena in a real company’s email communication network," The topic of my paper is the examination of social phenomena in a real company's email communication network. In this research, I compare the execution times of algorithms applied to different graphs. I connect social phenomena with computer algorithms and graph theory. In a favorable scenario, I did not work with fictional elements but used the real email communication database of the Enron company. During my interdisciplinary research, I conducted data mining to exclusively examine internal relationships within the company, thereby reducing the number of nodes used in the graph. Through these operations, I utilized various graph-theoretical algorithms such as depth-first search and the Girvan-Newman method. The real database provides the opportunity to examine the dynamics of the network, allowing us to track the formation of connections, which can be visualized as well."
Kocsis Lorand ,Flexible work program follower," The topic of my thesis is monitoring flexible work schedules, which provides a solution to the challenges encountered when a workplace adopts a flexible work program and tracking employees’ entries and exits becomes a complex task, especially when remote work is allowed, which is becoming increasingly common, particularly for office jobs. There are two main reasons why solving this problem is necessary: the company can track the number of hours worked by employees per day and comply with the monthly requirement of submitting attendance sheets to the state. The aim of my project is to offer a relatively simple solution for monitoring employees’ working hours and recording their breaks, as well as meeting legal requirements. Employees can register their entry and exit from the system with a single button press. Additionally, the system provides the capability to generate attendance sheet documents for predetermined periods or time intervals, for accounting purposes. Such corporate issues are addressed by Enterprise Resource Planning (ERP) systems. So, I have developed a module in the paper that communicates with a database and a website that interacts with this system."
Simon Csaba ,SmartCalendar Notification App," My thesis is about an application called Smart Calendar, which helps people manage their time more efficiently and plan their daily life better. The app allows individuals to anticipate and manage events to prevent missing important appointments or commitments. It also helps avoid chaos caused by unexpected events, as managing your time reduces surprises and lessens stress.

SmartCalendar serves not only as a personal time management tool but also functions as a service for appointment management for businesses. This feature allows businesses of any size to easily and automatically notify their customers of scheduled services. Significant ease and efficiency are provided for service providers, as clients receive timely notifications and do not forget or miss appointments.

The application's design aims to make scheduling and customer notification functionality available to all businesses. This means that even small service providers, who could not previously afford to develop an application like this, can now use it. SmartCalendar thus presents opportunities for more efficient time management and the growth of small businesses.

My paper provides a detailed explanation of how the application works and its customer notification capabilities. It also discusses how the app makes this functionality available to users at no cost. SmartCalendar opens up new possibilities for personal and business productivity."
Burszan Hunor ,Exploring Distribution Forecasting with Amazon Forecast," Demand forecasting is an extremely important and valuable activity in many industries and business environments. Accurate forecasting allows companies to effectively manage inventory, optimize their design and manufacturing processes, develop sales and marketing strategies, reduce costs, and increase efficiency. One of the main benefits of demand forecasting is the ability to manage inventory efficiently. It allows companies to minimize stock shortages and overstocks, optimize stock levels, and reduce storage and warehousing costs. Demand forecasting also helps to optimize design and production processes. Forecasting allows companies to plan their production capacity, adjust production schedules, and make more efficient use of available resources. It also enables companies to better understand their customers’ needs and behavior. This allows the development of personalized product offerings, the optimization of sales and marketing strategies, and the delivery of a better customer experience. Effective inventory management is partly based on good demand forecasting. Insufficient inventory causes customer dissatisfaction and loss of revenue, while oversupply is costly in terms of storage and logistics. Finding the right stock balance is therefore an essential aspect of good demand forecasting.

Over the years, there have been significant developments in the field of demand forecasting. The continuous development of forecasting methods and techniques, as well as the increase in the quantity and quality of data available, has had a significant impact on the accuracy and reliability of forecasting. In addition, improvements in data management and processing have also led to significant progress. Developments in data mining and machine learning algorithms allow the analysis of complex data sets and the identification of hidden patterns, thus helping to produce more accurate and reliable forecasts.

The aim of this paper is to predict the future demand distribution of some products by demonstrating the process of creating a time series forecast using the Amazon Forecast web service. This service does not require prior knowledge of machine learning and artificial intelligence. The paper presents the complete process required to produce the forecasts, including the associated logic, and the desktop application designed to manage the Forecast by communicating with the service. The results of the forecasts are displayed and interpreted."
Gabos Alpar ,EduLane: Course Guide in Your Pocket," The topic of my thesis is to simplify learning through online courses using software. With the help of modern technologies used today, almost anything can be learned through online courses. This form of online learning is becoming increasingly popular, resulting in a growing number of such courses available on the market. However, it makes it increasingly difficult to choose the ones that are truly relevant for us. Online courses are available from an increasing number of providers. In order to find the ideal one for us, we have to explore multiple learning platforms, which can be a time-consuming task. In this case, it is important to be able to find the most suitable course from as many sources as possible in the shortest possible time, particularly on a specific topic.

In my thesis, I aim to present a software that can facilitate this course search process. The main purpose of developing the software is to allow individuals who want to learn to see the courses in one place, combining various courses from the mentioned learning platforms. Additionally, it is important that the software's users are able to save these courses and track their progress.

During the design and development process, I have taken into account the experiences of other similar applications in order to provide new and innovative features to users. The thesis will provide a detailed presentation of the application's structure, the technologies used, and the access and processing of the courses.

Finally, the completed software will be presented, demonstrating in practice how previously identified problems were solved and what functionalities the software enables."
Horvath Janos ,Learn programming and test our knowledge with online tests," The topic of my thesis is the development of a mobile application that facilitates learning and mastering the basics of programming for beginners. The application provides constant practice through various tests and is accompanied by a website. Users can create new tests, edit categories, and track their results on the website. To create the application and website, I utilized various technologies. My thesis includes an API that enables communication between the website and the application using a shared database.

The learning approach in the application is based on tests and quizzes. In today's fast-paced world, our smartphones are always within reach, allowing us to practice with just a few minutes of our time. The test-based learning approach provides an enjoyable and interactive learning experience, making learning more effective.

Administrators have the ability to continuously expand the learning opportunities of the application by adding questions and categories through the website. They can also monitor user activities and perform basic administrative tasks.

The completed application can be beneficial for university students, especially first-year students or those preparing for entrance exams who are just beginning to explore the world of computer science. In my thesis presentation, I will detail the design process, functioning principle, technologies used, achieved goals, and future plans of the application."
Lukacs Krisztina Beata ,Developing computer thinking: programming techniques. Tasks and their automatic correction assurance software.," With this thesis, I would like to help programmers, especially students, who have difficulties with programming techniques. ""Practice with Five Techniques"" is a local platform, which contains exercises mainly in Hungarian language and with different programming techniques. The user needs to register and log in to both view and select exercises. It provides automatic correction of exercises that the user solves, runs with the given inputs and then sends for correction. A final rating, a score, is the feedback to the user on the exercises he has solved, and it is summarized in a table. The interface is designed to help people who want to practice and improve their logic and computational thinking. It is more suitable for high school or university students who already have some knowledge of programming techniques."
Major Zsolt ,Create and import basketball league and statistical survey data into .Net Maui," In the realm of competitive sports, it is not uncommon for individuals who follow a contest from the sidelines to immerse themselves in the world of competition to such a degree that they passionately cheer for a favorite side or even place bets on certain competitors. The competitive curiosity of humans can manifest in various ways, ranging from the frenzy of cheering alongside numerous other fans at a live match to everyday conversations with friends at a bar on who will win today’s big game.

Building upon this idea, I have developed a computer application that offers two important possibilities for users to solve dilemmas that arise in the realm of basketball championships: a system for importing and recording team and player performances, which enables us to create complex and advanced insights not only into an athlete’s personal statistics but also to compare them with those of another party; and a championship creation program where we can form teams led by others, engage in matches with them, and maintain rankings based on those matches.

To implement this system, I have developed a .Net MAUI program based on the C# language. It utilizes a MySQL-based phpMyAdmin database system to store and retrieve data for teams, players, and their statistics. Additionally, through an API, there is a possibility to fetch statistics of real NBA players and teams for different seasons, which will be used to create multi-layered metric measurements.

My application can be divided into three distinctive menu sections. The first one is the league creator, where users can employ personally created clubs in various matches. Within this section, they can assign statistics and final results to players associated with the teams and also rank the teams and players based on different criteria.

The second section is the team and player creator, where users can create teams, customize them, and also retrieve and store the seasonal performances of real teams and players in the database.

The third section, which is also a crucial one, is the comparison and evaluation section, where imported teams and players can be evaluated and compared using different complex metrics and graphs based on the imported information based on their performance.

Keywords: basketball, personalized championship, match maintenance, comparisons, statistics, metrics, competitive curiosity, data mining."
